deltaDiversity,deltaUtility,gammaDiversity,gammaUtility,macroGravityDecay,macroInnovationDecay,macroToMesoCrossoverMaxUpdate,macroToMesoExchangeMaxUpdate,macroToMesoMutationMaxUpdate,mesoCrossOverProba,mesoInteractionProba,mesoMutationProba,mesoToMacroInnovationThreshold,openmole$experiment,psiDiversity,psiUtility,replication
0.6234416651197203,0.7439282025303453,0.2480090027356332,0.057142865653049046,1.0731582663936654,0.3259339289620218,-0.001,-1.0E-7,-1.0E-4,0.27348207767537147,6.556945121433307E-6,0.009318499883915917,1.0,2,1.052049509082544,0.2761355858487584,-7547589725888104646
0.5988473947554991,0.4936689959632736,0.1313622597338786,0.12222096845635333,1.0731582663936654,0.3259339289620218,-0.001,1.0E-7,0.0,0.27348207767537147,6.556945121433307E-6,0.009318499883915917,1.0,7,1.2934133226634867,1.2817567699470946,-2441733699902555232
0.5126656932765337,0.5419615916995979,0.13907336078248234,0.10926795451182736,1.0731582663936654,0.3259339289620218,-0.001,-1.0E-7,0.0,0.27348207767537147,6.556945121433307E-6,0.009318499883915917,1.0,5,0.690379648694547,1.3247631920679153,-2202699213153302492
0.6847943845510973,0.5871445271507736,0.1286039009989426,0.20200122698647816,1.0731582663936654,0.3259339289620218,0.001,0.0,-1.0E-4,0.27348207767537147,6.556945121433307E-6,0.009318499883915917,1.0,21,0.356581623510253,0.35976248351251483,-8885139223027684301
0.47851848402263686,0.46073940523091883,0.05803333157334878,0.1165503631580651,1.0731582663936654,0.3259339289620218,-0.001,1.0E-7,-1.0E-4,0.27348207767537147,6.556945121433307E-6,0.009318499883915917,1.0,4,0.3831622883935619,1.7080391594600148,-6495206360158336878
0.6751135009057738,0.6590762954923011,0.12888339520792202,0.20229885232947575,0.5579739924677352,0.5072479002519388,0.001,0.0,1.0E-4,0.38183555410259706,6.910647671412236E-6,0.00442546049004431,2.0,1080,1.2512026725020577,1.330700819676954,-6330128146196888199
0.6745567491042528,0.7175449332201231,0.15733124258367814,0.25991087199637297,1.0731582663936654,0.3259339289620218,0.001,-1.0E-7,0.0,0.27348207767537147,6.556945121433307E-6,0.009318499883915917,1.0,23,0.29638209600241483,0.6744546180343272,-2646667184473226968
0.6094331196549612,0.5101484614170855,0.2501416064402453,0.29664278876266126,1.0731582663936654,0.3259339289620218,-0.001,0.0,1.0E-4,0.27348207767537147,6.556945121433307E-6,0.009318499883915917,1.0,9,0.30380943242703706,0.05969690015263396,-8614605109039030480
0.5795564545406493,0.5409206832623572,0.08908305922017368,0.06021992118387365,1.0731582663936654,0.3259339289620218,0.0,0.0,0.0,0.27348207767537147,6.556945121433307E-6,0.009318499883915917,1.0,15,1.4361449589829403,1.7347860274482572,-597113240726031534
0.8794949724330965,0.9555627265180902,0.10698481112827674,0.12555608304106647,1.0731582663936654,0.3259339289620218,-0.001,0.0,0.0,0.27348207767537147,6.556945121433307E-6,0.009318499883915917,1.0,6,1.4562378720058935,1.095696592719285,-1366941647165691328
