evolution$generation,evolution$evaluated,macroGrowthRate,macroInteractionDecay,macroInteractionWeight,macroInteractionGamma,mesoAlpha,mesoBeta,mesoNdiff,mesoTimeSteps,macroMesoAlphaUpdateMax,macroMesoBetaUpdateMax,mesoMacroCongestionCost,mesoMacroDecayUpdateMax,objective$psiPopulation,objective$deltaPopulation,objective$gammaPopulation,evolution$samples,evolution$generated,mesoMacroDecayUpdateMax,mesoMacroCongestionCost,macroInteractionWeight,mesoTimeSteps,replication,macroInteractionDecay,deltaPopulation,psiPopulation,mesoBeta,macroMesoAlphaUpdateMax,gammaPopulation,mesoAlpha,macroMesoBetaUpdateMax,macroGrowthRate,macroInteractionGamma,mesoNdiff
1000,1000,0.01585409799589089,165.6174482250456,0.00913459242142292,0.5343296746530273,3.461401667429265,0.09953611688424634,1.6319112719948758,15.948727422629892,-0.03468416933409911,0.060296601926343035,1.0829814227899777,0.033032985566029016,0.872179212793518,2.203168563355246,0.2882644964040093,4,125,"[0.033032985566029016,0.033032985566029016,0.033032985566029016,0.033032985566029016]","[1.0829814227899777,1.0829814227899777,1.0829814227899777,1.0829814227899777]","[0.00913459242142292,0.00913459242142292,0.00913459242142292,0.00913459242142292]","[15.948727422629892,15.948727422629892,15.948727422629892,15.948727422629892]","[4437374505913132521,-1309298883125757375,-4240111078322132754,989639296077772762]","[165.6174482250456,165.6174482250456,165.6174482250456,165.6174482250456]","[1.900958247548763,2.505378879161728,1.7416302829866566,2.8364636058385537]","[0.5488889700770057,1.1954694555100303,-0.3986748685181767,1.8242782763331755]","[0.09953611688424634,0.09953611688424634,0.09953611688424634,0.09953611688424634]","[-0.03468416933409911,-0.03468416933409911,-0.03468416933409911,-0.03468416933409911]","[0.28426866326827716,0.1801917241255473,0.29226032953974146,0.35492739995642486]","[3.461401667429265,3.461401667429265,3.461401667429265,3.461401667429265]","[0.060296601926343035,0.060296601926343035,0.060296601926343035,0.060296601926343035]","[0.01585409799589089,0.01585409799589089,0.01585409799589089,0.01585409799589089]","[0.5343296746530273,0.5343296746530273,0.5343296746530273,0.5343296746530273]","[1.6319112719948758,1.6319112719948758,1.6319112719948758,1.6319112719948758]"
1000,1000,0.025735440640207437,21.636976879195835,0.004543610076298152,2.32749387637691,4.823786201614052,0.03935339725516032,2.5942025312869648,12.3242723184538,-0.020417751204154663,0.05981171126063092,1.0635603390780384,0.08539925394800718,0.9582053801461219,1.9104042413339433,0.2673765378283568,2,714,"[0.08539925394800718,0.08539925394800718]","[1.0635603390780384,1.0635603390780384]","[0.004543610076298152,0.004543610076298152]","[12.3242723184538,12.3242723184538]","[1628801419626098273,8077555078481000533]","[21.636976879195835,21.636976879195835]","[1.6705124240224278,2.1502960586454587]","[0.6398448041036571,1.2765659561885867]","[0.03935339725516032,0.03935339725516032]","[-0.020417751204154663,-0.020417751204154663]","[0.3225022556562811,0.2122508200004325]","[4.823786201614052,4.823786201614052]","[0.05981171126063092,0.05981171126063092]","[0.025735440640207437,0.025735440640207437]","[2.32749387637691,2.32749387637691]","[2.5942025312869648,2.5942025312869648]"
1000,1000,0.008185951206740564,171.45136585088508,0.0085796935205392,1.0629777190948317,1.1664741050791319,0.0949686289779948,1.0,15.6981896727701,0.02503701893738225,0.02395671590103965,1.3630885393230416,0.05624091554070976,-0.2751211643104621,1.7099653676646152,0.15194309259711813,1,480,"[0.05624091554070976]","[1.3630885393230416]","[0.0085796935205392]","[15.6981896727701]","[7700136276823883204]","[171.45136585088508]","[1.7099653676646152]","[-0.2751211643104621]","[0.0949686289779948]","[0.02503701893738225]","[0.15194309259711813]","[1.1664741050791319]","[0.02395671590103965]","[0.008185951206740564]","[1.0629777190948317]","[1.0]"
1000,1000,0.0251516883057495,146.58527790185425,0.01,0.5,1.4929705962409372,0.1,1.6008454680057573,16.3407112498423,0.03541534111260172,0.07628053298155377,1.5384871369615014,0.049195780079407225,-0.6466467787888628,2.9188658028847105,0.35287993353395786,1,974,"[0.049195780079407225]","[1.5384871369615014]","[0.01]","[16.3407112498423]","[-5464017157557704990]","[146.58527790185425]","[2.9188658028847105]","[-0.6466467787888628]","[0.1]","[0.03541534111260172]","[0.35287993353395786]","[1.4929705962409372]","[0.07628053298155377]","[0.0251516883057495]","[0.5]","[1.6008454680057573]"
1000,1000,0.05,272.52604647847966,9.015750405323045E-4,2.6203059817196834,2.8362677251121045,0.0576751510976412,3.7334091551891877,12.175049670345137,-0.014954654257868016,0.070308330991467,1.290286995070955,0.04140310205438816,0.9166890050093859,2.501704451486718,0.32226216282427567,2,549,"[0.04140310205438816,0.04140310205438816]","[1.290286995070955,1.290286995070955]","[9.015750405323045E-4,9.015750405323045E-4]","[12.175049670345137,12.175049670345137]","[202634566061434916,-7314377204396644105]","[272.52604647847966,272.52604647847966]","[2.9838392565036878,2.019569646469748]","[1.6106105766437997,0.22276743337497207]","[0.0576751510976412,0.0576751510976412]","[-0.014954654257868016,-0.014954654257868016]","[0.364104868729481,0.28041945691907033]","[2.8362677251121045,2.8362677251121045]","[0.070308330991467,0.070308330991467]","[0.05,0.05]","[2.6203059817196834,2.6203059817196834]","[3.7334091551891877,3.7334091551891877]"
1000,1000,0.04639229657676022,276.41705197503734,0.0011342391803273728,3.3732211286564335,1.2113255234530498,0.06523048681544975,3.5160482882568065,13.478608629975824,-0.041277453883988784,0.09082831789088805,1.1114610246693055,0.040899321072141864,0.7389809062196186,1.8869471026049456,0.15113098803501357,1,908,"[0.040899321072141864]","[1.1114610246693055]","[0.0011342391803273728]","[13.478608629975824]","[-566854268688947918]","[276.41705197503734]","[1.8869471026049456]","[0.7389809062196186]","[0.06523048681544975]","[-0.041277453883988784]","[0.15113098803501357]","[1.2113255234530498]","[0.09082831789088805]","[0.04639229657676022]","[3.3732211286564335]","[3.5160482882568065]"
1000,1000,0.04689166733205896,267.30806169979815,5.201491048173334E-4,3.440625980508192,1.075270499466234,0.06530057189430134,3.706828192635835,13.493587128445728,-0.03641046032290225,0.0927343747311937,1.1160302965890982,0.04222359774102519,-1.072538415102318,1.7641059740052936,0.2862792915289041,3,230,"[0.04222359774102519,0.04222359774102519,0.04222359774102519]","[1.1160302965890982,1.1160302965890982,1.1160302965890982]","[5.201491048173334E-4,5.201491048173334E-4,5.201491048173334E-4]","[13.493587128445728,13.493587128445728,13.493587128445728]","[-7052596831443666146,4716156805939637306,-8405557619304481004]","[267.30806169979815,267.30806169979815,267.30806169979815]","[1.7641059740052936,1.7224647578942807,2.7007323013243583]","[-1.072538415102318,0.10342315514717271,-1.1421921168786922]","[0.06530057189430134,0.06530057189430134,0.06530057189430134]","[-0.03641046032290225,-0.03641046032290225,-0.03641046032290225]","[0.389992918588121,0.2862792915289041,0.2510783813279951]","[1.075270499466234,1.075270499466234,1.075270499466234]","[0.0927343747311937,0.0927343747311937,0.0927343747311937]","[0.04689166733205896,0.04689166733205896,0.04689166733205896]","[3.440625980508192,3.440625980508192,3.440625980508192]","[3.706828192635835,3.706828192635835,3.706828192635835]"
1000,1000,0.012148586515901868,334.84946138195806,0.0032942250325478793,3.077495380762956,0.5634546708226353,0.08391442635999896,1.4679190655796146,1.3038668545173195,0.06858000637744763,-0.06495815396992499,1.3921901387799451,0.0261853223367621,0.15543814157973923,1.583156146613915,0.3355944412484675,1,474,"[0.0261853223367621]","[1.3921901387799451]","[0.0032942250325478793]","[1.3038668545173195]","[2017645929861430229]","[334.84946138195806]","[1.583156146613915]","[0.15543814157973923]","[0.08391442635999896]","[0.06858000637744763]","[0.3355944412484675]","[0.5634546708226353]","[-0.06495815396992499]","[0.012148586515901868]","[3.077495380762956]","[1.4679190655796146]"
1000,1000,0.009988309877860929,146.6816269495152,0.002273649811999443,2.2146103889073423,1.7023913045287755,0.08406768577251711,2.0797420414870422,14.62553278729069,0.008264429354262012,0.04224096413016015,1.3975357202999659,0.04960046359045747,1.1737495588346456,2.810251811956492,0.38888143203545633,1,197,"[0.04960046359045747]","[1.3975357202999659]","[0.002273649811999443]","[14.62553278729069]","[1375411609750711733]","[146.6816269495152]","[2.810251811956492]","[1.1737495588346456]","[0.08406768577251711]","[0.008264429354262012]","[0.38888143203545633]","[1.7023913045287755]","[0.04224096413016015]","[0.009988309877860929]","[2.2146103889073423]","[2.0797420414870422]"
1000,1000,0.03843327801507843,133.12142007452152,0.0015108271628262648,0.5,1.2149862079348914,0.062011839448566454,3.754191421733997,17.749633685519115,-0.04203190781451585,0.1,1.389845528852182,0.053061059195416704,0.2940773547487381,1.6518187784866822,0.27322479700382285,1,610,"[0.053061059195416704]","[1.389845528852182]","[0.0015108271628262648]","[17.749633685519115]","[8876041551259351171]","[133.12142007452152]","[1.6518187784866822]","[0.2940773547487381]","[0.062011839448566454]","[-0.04203190781451585]","[0.27322479700382285]","[1.2149862079348914]","[0.1]","[0.03843327801507843]","[0.5]","[3.754191421733997]"
1000,1000,0.046982353360879484,280.7071778871519,5.418275914454325E-4,3.440796881408964,1.0748344731335362,0.0750318321258989,3.70885131290574,13.494996566955226,-0.03628543124128519,0.09229014413147188,1.0029939982998657,0.04219511186113328,-0.028394908110525918,1.6031287056596129,0.3001418382958634,1,913,"[0.04219511186113328]","[1.0029939982998657]","[5.418275914454325E-4]","[13.494996566955226]","[-3649982112241534383]","[280.7071778871519]","[1.6031287056596129]","[-0.028394908110525918]","[0.0750318321258989]","[-0.03628543124128519]","[0.3001418382958634]","[1.0748344731335362]","[0.09229014413147188]","[0.046982353360879484]","[3.440796881408964]","[3.70885131290574]"
1000,1000,0.030606791033331512,462.79574505244227,0.0034674391238909796,2.819609551392438,0.5,0.0963388289247919,3.7419489944299436,14.998472102968352,-0.011223940998709117,0.09980269923735338,1.8784711466833643,0.08186354911286356,1.253217767784275,1.7665718558616716,0.295625798779823,1,960,"[0.08186354911286356]","[1.8784711466833643]","[0.0034674391238909796]","[14.998472102968352]","[-761645670656265197]","[462.79574505244227]","[1.7665718558616716]","[1.253217767784275]","[0.0963388289247919]","[-0.011223940998709117]","[0.295625798779823]","[0.5]","[0.09980269923735338]","[0.030606791033331512]","[2.819609551392438]","[3.7419489944299436]"
1000,1000,0.012110621409603606,362.9197713915432,0.0035506948678490627,3.0645573845454863,0.5816502218289366,0.08274562275257472,2.1681385534748623,5.992091073751481,0.04774791311158855,-0.057305035081488945,1.5136315061122254,0.0234330197572407,0.6392759998429036,1.8872744906451886,0.2730906256196519,7,10,"[0.0234330197572407,0.0234330197572407,0.0234330197572407,0.0234330197572407,0.0234330197572407,0.0234330197572407,0.0234330197572407]","[1.5136315061122254,1.5136315061122254,1.5136315061122254,1.5136315061122254,1.5136315061122254,1.5136315061122254,1.5136315061122254]","[0.0035506948678490627,0.0035506948678490627,0.0035506948678490627,0.0035506948678490627,0.0035506948678490627,0.0035506948678490627,0.0035506948678490627]","[5.992091073751481,5.992091073751481,5.992091073751481,5.992091073751481,5.992091073751481,5.992091073751481,5.992091073751481]","[1160455623276045053,1583611886868639538,-7844338627223182977,-2787552003389900532,6107656410318254864,3876430073267661353,5969530373061189869]","[362.9197713915432,362.9197713915432,362.9197713915432,362.9197713915432,362.9197713915432,362.9197713915432,362.9197713915432]","[1.8338814597424746,2.0443647011312867,1.6270478422935333,1.6534673049688116,2.0046139081936,2.291022894803819,1.8872744906451886]","[0.6392759998429036,-0.22342865940393475,0.505248704683642,0.07721254772914232,1.1630733643291258,0.8381785504656514,1.0999609993978723]","[0.08274562275257472,0.08274562275257472,0.08274562275257472,0.08274562275257472,0.08274562275257472,0.08274562275257472,0.08274562275257472]","[0.04774791311158855,0.04774791311158855,0.04774791311158855,0.04774791311158855,0.04774791311158855,0.04774791311158855,0.04774791311158855]","[0.30247575437977803,0.2330542037082286,0.24084550962453388,0.2867076825822963,0.371291383195409,0.2730906256196519,0.2489349253687494]","[0.5816502218289366,0.5816502218289366,0.5816502218289366,0.5816502218289366,0.5816502218289366,0.5816502218289366,0.5816502218289366]","[-0.057305035081488945,-0.057305035081488945,-0.057305035081488945,-0.057305035081488945,-0.057305035081488945,-0.057305035081488945,-0.057305035081488945]","[0.012110621409603606,0.012110621409603606,0.012110621409603606,0.012110621409603606,0.012110621409603606,0.012110621409603606,0.012110621409603606]","[3.0645573845454863,3.0645573845454863,3.0645573845454863,3.0645573845454863,3.0645573845454863,3.0645573845454863,3.0645573845454863]","[2.1681385534748623,2.1681385534748623,2.1681385534748623,2.1681385534748623,2.1681385534748623,2.1681385534748623,2.1681385534748623]"
1000,1000,0.04716389355323445,267.6674836872602,6.430390967014188E-4,3.4180073519939285,1.0643233278672766,0.06557923051686293,3.715315470306411,13.46158680837509,-0.03628594893935852,0.09272327480036649,1.0132970083871422,0.04219310917874938,0.7815364621188485,1.651059470285419,0.29580955808896947,1,262,"[0.04219310917874938]","[1.0132970083871422]","[6.430390967014188E-4]","[13.46158680837509]","[-8573875523373252855]","[267.6674836872602]","[1.651059470285419]","[0.7815364621188485]","[0.06557923051686293]","[-0.03628594893935852]","[0.29580955808896947]","[1.0643233278672766]","[0.09272327480036649]","[0.04716389355323445]","[3.4180073519939285]","[3.715315470306411]"
1000,1000,0.010941571172008403,269.8831421255852,0.009068245697765416,0.5,0.5341272694964517,0.07771362504303711,4.056665279999471,11.069606349355547,-4.500500138720359E-4,0.07906644601363017,0.9816085829350017,0.09393202253209837,-1.1519752007968367,1.851943105698858,0.2354733613479736,1,362,"[0.09393202253209837]","[0.9816085829350017]","[0.009068245697765416]","[11.069606349355547]","[-6557812473162057185]","[269.8831421255852]","[1.851943105698858]","[-1.1519752007968367]","[0.07771362504303711]","[-4.500500138720359E-4]","[0.2354733613479736]","[0.5341272694964517]","[0.07906644601363017]","[0.010941571172008403]","[0.5]","[4.056665279999471]"
1000,1000,0.012110621409603606,362.9197713915432,0.0028240391585571635,3.0645573845454863,0.5535132805162251,0.08274562275257472,3.1495355181455897,5.992091073751481,0.04774791311158855,-0.057305035081488945,1.5136315061122254,0.0677446689355728,-0.3597257792517561,2.024329130084692,0.31704944457846973,4,301,"[0.0677446689355728,0.0677446689355728,0.0677446689355728,0.0677446689355728]","[1.5136315061122254,1.5136315061122254,1.5136315061122254,1.5136315061122254]","[0.0028240391585571635,0.0028240391585571635,0.0028240391585571635,0.0028240391585571635]","[5.992091073751481,5.992091073751481,5.992091073751481,5.992091073751481]","[-6394063965539882263,3413905887362426362,-6145102330265583678,1397678023208120851]","[362.9197713915432,362.9197713915432,362.9197713915432,362.9197713915432]","[1.8668400446302411,2.0016159588604934,2.0470423013088914,2.583980943806733]","[0.337504274621089,-0.3023087887774758,-0.9311178063423045,-0.41714276972603637]","[0.08274562275257472,0.08274562275257472,0.08274562275257472,0.08274562275257472]","[0.04774791311158855,0.04774791311158855,0.04774791311158855,0.04774791311158855]","[0.40914366979769534,0.3800731569771818,0.2001278041274186,0.25402573217975766]","[0.5535132805162251,0.5535132805162251,0.5535132805162251,0.5535132805162251]","[-0.057305035081488945,-0.057305035081488945,-0.057305035081488945,-0.057305035081488945]","[0.012110621409603606,0.012110621409603606,0.012110621409603606,0.012110621409603606]","[3.0645573845454863,3.0645573845454863,3.0645573845454863,3.0645573845454863]","[3.1495355181455897,3.1495355181455897,3.1495355181455897,3.1495355181455897]"
1000,1000,0.012110621409603606,290.36871556842556,0.0035506948678490627,3.0645573845454868,0.5816502218289366,0.0827456227525747,2.1681385534748623,10.851062584596843,0.04774791311158855,-0.057305035081488945,1.5136315061122254,0.023433019757343604,-1.9531893792052943,3.206964097134335,0.22033116801499064,1,895,"[0.023433019757343604]","[1.5136315061122254]","[0.0035506948678490627]","[10.851062584596843]","[8474240643937806893]","[290.36871556842556]","[3.206964097134335]","[-1.9531893792052943]","[0.0827456227525747]","[0.04774791311158855]","[0.22033116801499064]","[0.5816502218289366]","[-0.057305035081488945]","[0.012110621409603606]","[3.0645573845454868]","[2.1681385534748623]"
1000,1000,0.0447457654342777,296.52652127846153,4.876958178090789E-5,2.173466934604072,1.475771983349221,0.06260891220241771,4.0356865470353664,17.95045608636766,-0.026052708107966213,0.1,0.9582818528563058,0.049175786908430386,0.5447870164965263,2.0265317976656485,0.2437907588197834,2,601,"[0.049175786908430386,0.049175786908430386]","[0.9582818528563058,0.9582818528563058]","[4.876958178090789E-5,4.876958178090789E-5]","[17.95045608636766,17.95045608636766]","[-8194819810826378464,6198378677999189697]","[296.52652127846153,296.52652127846153]","[1.9846765119984409,2.068387083332856]","[0.3078460709826323,0.7817279620104203]","[0.06260891220241771,0.06260891220241771]","[-0.026052708107966213,-0.026052708107966213]","[0.21432709748112222,0.2732544201584446]","[1.475771983349221,1.475771983349221]","[0.1,0.1]","[0.0447457654342777,0.0447457654342777]","[2.173466934604072,2.173466934604072]","[4.0356865470353664,4.0356865470353664]"
1000,1000,0.04689166733205896,267.30806169979815,5.201491048173334E-4,3.440625980508192,1.1263860356080113,0.06530057189430134,3.706828192635835,12.391586737618907,-0.017496769940150286,0.0927343747311937,1.0087743777870313,0.04222359774102519,0.5601459073691646,2.169183409899302,0.28097267412669913,3,25,"[0.04222359774102519,0.04222359774102519,0.04222359774102519]","[1.0087743777870313,1.0087743777870313,1.0087743777870313]","[5.201491048173334E-4,5.201491048173334E-4,5.201491048173334E-4]","[12.391586737618907,12.391586737618907,12.391586737618907]","[7230021390442178484,5466151533394666025,3357025612353514728]","[267.30806169979815,267.30806169979815,267.30806169979815]","[2.1566089867734024,2.169183409899302,2.210420370822789]","[0.6157531166373587,0.15756049162390218,0.5601459073691646]","[0.06530057189430134,0.06530057189430134,0.06530057189430134]","[-0.017496769940150286,-0.017496769940150286,-0.017496769940150286]","[0.27958378523781047,0.28097267412669913,0.3019266996763119]","[1.1263860356080113,1.1263860356080113,1.1263860356080113]","[0.0927343747311937,0.0927343747311937,0.0927343747311937]","[0.04689166733205896,0.04689166733205896,0.04689166733205896]","[3.440625980508192,3.440625980508192,3.440625980508192]","[3.706828192635835,3.706828192635835,3.706828192635835]"
