evolution$generation,evolution$evaluated,macroGravityDecay,macroInnovationDecay,mesoCrossOverProba,mesoMutationProba,mesoInteractionProba,mesoToMacroInnovationThreshold,macroToMesoCrossoverMaxUpdate,macroToMesoMutationMaxUpdate,macroToMesoExchangeMaxUpdate,objective$psiUtility,objective$deltaUtility,objective$gammaUtility,evolution$samples,evolution$generated,mesoInteractionProba,mesoToMacroInnovationThreshold,macroToMesoCrossoverMaxUpdate,mesoCrossOverProba,macroGravityDecay,psiUtility,macroInnovationDecay,macroToMesoMutationMaxUpdate,mesoMutationProba,deltaUtility,replication,gammaUtility,macroToMesoExchangeMaxUpdate
27000,27000,0.902047414681143,0.9795935729496987,0.482893465990877,0.008563010301716682,2.087729121847309E-6,1.6847531684190504,-4.30445957444133E-4,-2.802039036176973E-5,8.465388455889607E-8,0.8582380477361071,0.29773046246635415,0.09545545405249412,1,23946,"[2.087729121847309E-6]","[1.6847531684190504]","[-4.30445957444133E-4]","[0.482893465990877]","[0.902047414681143]","[0.8582380477361071]","[0.9795935729496987]","[-2.802039036176973E-5]","[0.008563010301716682]","[0.29773046246635415]","[-850563363362521138]","[0.09545545405249412]","[8.465388455889607E-8]"
27000,27000,0.7889483434794791,0.24149016666745993,0.49610163021740666,0.007422955560467886,3.696994347190941E-6,1.9751741177201747,-8.454694072484692E-4,-9.444965037028885E-5,1.0E-7,0.2963233109914425,0.4757179153527238,0.12965419951282042,2,25415,"[3.696994347190941E-6,3.696994347190941E-6]","[1.9751741177201747,1.9751741177201747]","[-8.454694072484692E-4,-8.454694072484692E-4]","[0.49610163021740666,0.49610163021740666]","[0.7889483434794791,0.7889483434794791]","[-0.04703677794652572,0.6396833999294107]","[0.24149016666745993,0.24149016666745993]","[-9.444965037028885E-5,-9.444965037028885E-5]","[0.007422955560467886,0.007422955560467886]","[0.28377256236915516,0.6676632683362924]","[-8272548548076389089,3935048554785454344]","[0.07614591917272184,0.183162479852919]","[1.0E-7,1.0E-7]"
27000,27000,0.5363154740166995,0.4227472089044657,0.5,0.002996133994839392,6.514332040788679E-6,1.7972640048602002,5.390909589971997E-4,-1.1978280062916867E-5,-1.0E-7,0.9615580880112753,0.8652779628217613,0.08571730880627415,3,6389,"[6.514332040788679E-6,6.514332040788679E-6,6.514332040788679E-6]","[1.7972640048602002,1.7972640048602002,1.7972640048602002]","[5.390909589971997E-4,5.390909589971997E-4,5.390909589971997E-4]","[0.5,0.5,0.5]","[0.5363154740166995,0.5363154740166995,0.5363154740166995]","[1.0056900799645825,0.5674523988232321,0.9615580880112753]","[0.4227472089044657,0.4227472089044657,0.4227472089044657]","[-1.1978280062916867E-5,-1.1978280062916867E-5,-1.1978280062916867E-5]","[0.002996133994839392,0.002996133994839392,0.002996133994839392]","[0.8652779628217613,0.9674444286891952,0.4377779857397299]","[3250253626925464136,1033098841167773193,-2645720740761392207]","[0.08571730880627415,0.03215696652728228,0.09134517228493122]","[-1.0E-7,-1.0E-7,-1.0E-7]"
27000,27000,1.0557794252054387,0.727330605036711,0.39990224039506217,0.0063425224973640984,7.952243961823637E-6,1.0,-6.760857503727976E-5,8.707272069668601E-5,-3.0691971004780384E-9,0.962089919862144,1.1624097578395651,0.16268435872491027,3,7122,"[7.952243961823637E-6,7.952243961823637E-6,7.952243961823637E-6]","[1.0,1.0,1.0]","[-6.760857503727976E-5,-6.760857503727976E-5,-6.760857503727976E-5]","[0.39990224039506217,0.39990224039506217,0.39990224039506217]","[1.0557794252054387,1.0557794252054387,1.0557794252054387]","[0.9195983924895281,0.962089919862144,1.0457678578941638]","[0.727330605036711,0.727330605036711,0.727330605036711]","[8.707272069668601E-5,8.707272069668601E-5,8.707272069668601E-5]","[0.0063425224973640984,0.0063425224973640984,0.0063425224973640984]","[1.1624097578395651,1.219514644783072,0.8408458286089426]","[-4815748423579323945,-644806046806167088,-6612825219613706593]","[0.16483103474796001,0.14944370250346095,0.16268435872491027]","[-3.0691971004780384E-9,-3.0691971004780384E-9,-3.0691971004780384E-9]"
27000,27000,0.8038999053099668,0.9931841717131014,0.43008676959188613,0.004671723397099341,8.73999845507944E-6,1.863167657236303,7.972685023997005E-4,-5.260137702101893E-5,2.4903270998211594E-8,0.5337926793920187,0.7089175312769078,0.0476356080333038,3,18585,"[8.73999845507944E-6,8.73999845507944E-6,8.73999845507944E-6]","[1.863167657236303,1.863167657236303,1.863167657236303]","[7.972685023997005E-4,7.972685023997005E-4,7.972685023997005E-4]","[0.43008676959188613,0.43008676959188613,0.43008676959188613]","[0.8038999053099668,0.8038999053099668,0.8038999053099668]","[0.5337926793920187,-0.16000612384951962,0.7913613566359419]","[0.9931841717131014,0.9931841717131014,0.9931841717131014]","[-5.260137702101893E-5,-5.260137702101893E-5,-5.260137702101893E-5]","[0.004671723397099341,0.004671723397099341,0.004671723397099341]","[0.9507844843866011,0.5111208627910622,0.7089175312769078]","[-312665833592609682,150553987488199133,1651049029561627230]","[0.0476356080333038,0.03224092887511132,0.22873590130709287]","[2.4903270998211594E-8,2.4903270998211594E-8,2.4903270998211594E-8]"
27000,27000,0.8441489186228348,0.831657992032233,0.40148537002138013,0.009557544717651405,5.659181605412037E-6,1.7348354303567524,0.001,-5.2720181668497E-5,-3.248834165251203E-9,1.1116019843786238,0.4388769905106824,0.12416465518133135,2,13993,"[5.659181605412037E-6,5.659181605412037E-6]","[1.7348354303567524,1.7348354303567524]","[0.001,0.001]","[0.40148537002138013,0.40148537002138013]","[0.8441489186228348,0.8441489186228348]","[1.3669503406101535,0.856253628147094]","[0.831657992032233,0.831657992032233]","[-5.2720181668497E-5,-5.2720181668497E-5]","[0.009557544717651405,0.009557544717651405]","[0.30395019498732667,0.5738037860340381]","[8626661582442865774,-6794152334097794921]","[0.1489230895977287,0.099406220764934]","[-3.248834165251203E-9,-3.248834165251203E-9]"
27000,27000,1.0171912706801762,0.6911768272752047,0.30164275395956763,0.0037539112372516454,7.693477810407145E-6,1.7610624588801462,9.713598320086471E-4,1.0E-4,4.30560443621327E-8,0.9137287611329725,0.6092786818670182,0.07800275502312326,1,19671,"[7.693477810407145E-6]","[1.7610624588801462]","[9.713598320086471E-4]","[0.30164275395956763]","[1.0171912706801762]","[0.9137287611329725]","[0.6911768272752047]","[1.0E-4]","[0.0037539112372516454]","[0.6092786818670182]","[7159046247822833157]","[0.07800275502312326]","[4.30560443621327E-8]"
27000,27000,0.7478387564456359,1.006977217900041,0.3262884863972926,0.009404706566278086,7.984430776776224E-6,1.831877491441741,-9.662588005236606E-4,4.566595960448956E-6,5.550856545246473E-8,1.031218991065157,0.6863965126206204,0.3007981161938509,1,18714,"[7.984430776776224E-6]","[1.831877491441741]","[-9.662588005236606E-4]","[0.3262884863972926]","[0.7478387564456359]","[1.031218991065157]","[1.006977217900041]","[4.566595960448956E-6]","[0.009404706566278086]","[0.6863965126206204]","[-2577617108901911758]","[0.3007981161938509]","[5.550856545246473E-8]"
27000,27000,1.1,0.46904776188064234,0.2719580067031871,0.008045425731710708,3.1919856424493437E-6,1.6359953991770604,-0.001,6.667710679591621E-5,1.260024202344276E-8,0.9557780447789359,0.4953659904718224,0.13638548548005147,4,15210,"[3.1919856424493437E-6,3.1919856424493437E-6,3.1919856424493437E-6,3.1919856424493437E-6]","[1.6359953991770604,1.6359953991770604,1.6359953991770604,1.6359953991770604]","[-0.001,-0.001,-0.001,-0.001]","[0.2719580067031871,0.2719580067031871,0.2719580067031871,0.2719580067031871]","[1.1,1.1,1.1,1.1]","[0.9355841999821486,1.0368487820665133,0.9759718895757232,-0.004640136110964921]","[0.46904776188064234,0.46904776188064234,0.46904776188064234,0.46904776188064234]","[6.667710679591621E-5,6.667710679591621E-5,6.667710679591621E-5,6.667710679591621E-5]","[0.008045425731710708,0.008045425731710708,0.008045425731710708,0.008045425731710708]","[0.23342414460585426,0.48389713488608477,0.6954830826014491,0.50683484605756]","[2704068036626297485,674955770490371724,-4110982348505433958,172846565453312791]","[0.13181793055261837,0.16590080918248473,0.14095304040748458,0.10876307106132144]","[1.260024202344276E-8,1.260024202344276E-8,1.260024202344276E-8,1.260024202344276E-8]"
27000,27000,0.8363214704335159,0.8319656570503621,0.4026986227344691,0.009554926321643065,5.187337120857579E-6,1.7119789095826619,0.001,-5.102753774918411E-5,5.087134260430663E-10,0.7571066168186036,1.1077529373951198,0.24232740811155518,1,20986,"[5.187337120857579E-6]","[1.7119789095826619]","[0.001]","[0.4026986227344691]","[0.8363214704335159]","[0.7571066168186036]","[0.8319656570503621]","[-5.102753774918411E-5]","[0.009554926321643065]","[1.1077529373951198]","[958678130290929453]","[0.24232740811155518]","[5.087134260430663E-10]"
27000,27000,0.20120062522241694,0.46980400048320514,0.24854398441371625,0.0048041454282337455,6.897981576332291E-6,1.560698505993209,4.0072660935190456E-4,9.862232907136981E-5,4.946918777130534E-8,0.3244108747774561,0.6119843650434618,0.04622975423433617,4,2882,"[6.897981576332291E-6,6.897981576332291E-6,6.897981576332291E-6,6.897981576332291E-6]","[1.560698505993209,1.560698505993209,1.560698505993209,1.560698505993209]","[4.0072660935190456E-4,4.0072660935190456E-4,4.0072660935190456E-4,4.0072660935190456E-4]","[0.24854398441371625,0.24854398441371625,0.24854398441371625,0.24854398441371625]","[0.20120062522241694,0.20120062522241694,0.20120062522241694,0.20120062522241694]","[0.5405735952186368,0.8321571988579688,0.10824815433627544,-0.025070427587509325]","[0.46980400048320514,0.46980400048320514,0.46980400048320514,0.46980400048320514]","[9.862232907136981E-5,9.862232907136981E-5,9.862232907136981E-5,9.862232907136981E-5]","[0.0048041454282337455,0.0048041454282337455,0.0048041454282337455,0.0048041454282337455]","[0.6160634210850326,0.6079053090018909,1.0002580070193994,0.5059890243173979]","[1725055799937966759,-2268684646540532375,-7578810975892231323,-5299538877180856869]","[0.04020027458945874,0.05225923387921361,0.08390042695527766,0.040066745404077064]","[4.946918777130534E-8,4.946918777130534E-8,4.946918777130534E-8,4.946918777130534E-8]"
27000,27000,0.6809730853047773,0.9119445535295898,0.38775482414662577,0.004281268134946276,8.979266112243715E-6,1.7948274946731022,9.111034334733233E-4,-5.62709452763693E-5,-7.754578901230682E-8,0.3162264812640312,0.4092191244265373,0.03128991060025532,3,12694,"[8.979266112243715E-6,8.979266112243715E-6,8.979266112243715E-6]","[1.7948274946731022,1.7948274946731022,1.7948274946731022]","[9.111034334733233E-4,9.111034334733233E-4,9.111034334733233E-4]","[0.38775482414662577,0.38775482414662577,0.38775482414662577]","[0.6809730853047773,0.6809730853047773,0.6809730853047773]","[0.9902676488401205,0.3162264812640312,0.1454357794235297]","[0.9119445535295898,0.9119445535295898,0.9119445535295898]","[-5.62709452763693E-5,-5.62709452763693E-5,-5.62709452763693E-5]","[0.004281268134946276,0.004281268134946276,0.004281268134946276]","[0.3656378865401888,0.4092191244265373,0.8691768918904601]","[4676322411392999799,3181587041685646127,-8384851168325779709]","[0.02642956235353866,0.1684454028875355,0.03128991060025532]","[-7.754578901230682E-8,-7.754578901230682E-8,-7.754578901230682E-8]"
27000,27000,0.998401188617583,0.25607220866974567,0.5,0.009669980292810718,6.7697784790742275E-6,1.7862390738617278,-0.001,-1.8089957647651834E-5,1.0E-7,0.41356211851425195,0.39884253573196604,0.15968579570567476,2,17457,"[6.7697784790742275E-6,6.7697784790742275E-6]","[1.7862390738617278,1.7862390738617278]","[-0.001,-0.001]","[0.5,0.5]","[0.998401188617583,0.998401188617583]","[0.4787406532724936,0.3483835837560103]","[0.25607220866974567,0.25607220866974567]","[-1.8089957647651834E-5,-1.8089957647651834E-5]","[0.009669980292810718,0.009669980292810718]","[0.31079323412268645,0.48689183734124564]","[-1922673006888502528,-5915324751019461050]","[0.23378232891972184,0.08558926249162768]","[1.0E-7,1.0E-7]"
27000,27000,0.9438275037635935,0.34048743659693986,0.34780854111024706,0.00905945449416281,7.854552369037254E-6,1.3607742900869306,-1.2119936101608823E-4,-3.865868321672298E-5,8.632154012839852E-8,1.094880683189289,0.598939889041227,0.20698650747351977,2,24286,"[7.854552369037254E-6,7.854552369037254E-6]","[1.3607742900869306,1.3607742900869306]","[-1.2119936101608823E-4,-1.2119936101608823E-4]","[0.34780854111024706,0.34780854111024706]","[0.9438275037635935,0.9438275037635935]","[0.970290158503476,1.219471207875102]","[0.34048743659693986,0.34048743659693986]","[-3.865868321672298E-5,-3.865868321672298E-5]","[0.00905945449416281,0.00905945449416281]","[0.9104079644111578,0.28747181367129615]","[1574860615723236697,653609610134697373]","[0.2919872262724126,0.12198578867462695]","[8.632154012839852E-8,8.632154012839852E-8]"
27000,27000,0.6969550081762927,0.6530709731404428,0.44934602027143056,0.0049537956341869005,7.2826561929421896E-6,1.302274116293841,-3.5354433576739676E-4,5.936541854929041E-6,1.3345226315608755E-8,1.7927667459005967,0.7772209124520679,0.13422185175274182,3,20737,"[7.2826561929421896E-6,7.2826561929421896E-6,7.2826561929421896E-6]","[1.302274116293841,1.302274116293841,1.302274116293841]","[-3.5354433576739676E-4,-3.5354433576739676E-4,-3.5354433576739676E-4]","[0.44934602027143056,0.44934602027143056,0.44934602027143056]","[0.6969550081762927,0.6969550081762927,0.6969550081762927]","[1.8501292430917275,1.7927667459005967,1.5739358999612625]","[0.6530709731404428,0.6530709731404428,0.6530709731404428]","[5.936541854929041E-6,5.936541854929041E-6,5.936541854929041E-6]","[0.0049537956341869005,0.0049537956341869005,0.0049537956341869005]","[0.6448308351901608,0.7772209124520679,1.0695627868832278]","[-3485561549358354910,5543805233830997038,-639146806493956197]","[0.13422185175274182,0.1407441740861688,0.07212410820949833]","[1.3345226315608755E-8,1.3345226315608755E-8,1.3345226315608755E-8]"
27000,27000,0.7734141904314767,0.7557222252157842,0.5,0.001,6.385738475721895E-6,1.1263662737180384,1.8314864926854274E-4,1.7748358558461236E-5,-7.403072915923736E-8,-0.037773168414460656,0.44874645233286703,0.24559450050595588,2,17572,"[6.385738475721895E-6,6.385738475721895E-6]","[1.1263662737180384,1.1263662737180384]","[1.8314864926854274E-4,1.8314864926854274E-4]","[0.5,0.5]","[0.7734141904314767,0.7734141904314767]","[0.19708961059365349,-0.2726359474225748]","[0.7557222252157842,0.7557222252157842]","[1.7748358558461236E-5,1.7748358558461236E-5]","[0.001,0.001]","[0.38083299362377376,0.5166599110419603]","[67054814651064703,1798299519715421751]","[0.2532387930513642,0.23795020796054756]","[-7.403072915923736E-8,-7.403072915923736E-8]"
27000,27000,0.9421557350195467,0.33203284726823035,0.3434336741845881,0.008253754907610017,2.7624917079645955E-6,1.255694252406453,-0.001,7.276177110415834E-5,2.7732862742102324E-8,0.6175744325678916,0.6391348394861347,0.3415988581609217,1,20213,"[2.7624917079645955E-6]","[1.255694252406453]","[-0.001]","[0.3434336741845881]","[0.9421557350195467]","[0.6175744325678916]","[0.33203284726823035]","[7.276177110415834E-5]","[0.008253754907610017]","[0.6391348394861347]","[-1982736520496467886]","[0.3415988581609217]","[2.7732862742102324E-8]"
27000,27000,0.4839459163623736,0.35195924632255826,0.4132978502210739,0.00199199686999069,6.363061837311231E-6,1.250988484472035,-0.001,5.591857348650354E-5,5.0492010292031294E-8,0.16563837576826534,0.5471262092480642,0.0644570648638001,1,23617,"[6.363061837311231E-6]","[1.250988484472035]","[-0.001]","[0.4132978502210739]","[0.4839459163623736]","[0.16563837576826534]","[0.35195924632255826]","[5.591857348650354E-5]","[0.00199199686999069]","[0.5471262092480642]","[5295675977979502707]","[0.0644570648638001]","[5.0492010292031294E-8]"
27000,27000,1.0419442988632586,0.5295634332345786,0.4708437096363296,0.004281435721198591,5.713436866639012E-6,1.9031638057264064,5.077311497055335E-4,2.5250384095567015E-5,8.824226565213205E-8,0.4143698485505092,0.36586287949167096,0.0752944477271087,1,13237,"[5.713436866639012E-6]","[1.9031638057264064]","[5.077311497055335E-4]","[0.4708437096363296]","[1.0419442988632586]","[0.4143698485505092]","[0.5295634332345786]","[2.5250384095567015E-5]","[0.004281435721198591]","[0.36586287949167096]","[-6051025262170069448]","[0.0752944477271087]","[8.824226565213205E-8]"
27000,27000,0.6977687793684565,0.1,0.4239054811659295,0.007838316696336872,8.900972205729272E-6,1.5422633375017676,3.9416437609284373E-4,2.9472701190714424E-5,5.728408357224689E-8,1.2120731737182369,0.45959769941999395,0.354495993882868,1,24256,"[8.900972205729272E-6]","[1.5422633375017676]","[3.9416437609284373E-4]","[0.4239054811659295]","[0.6977687793684565]","[1.2120731737182369]","[0.1]","[2.9472701190714424E-5]","[0.007838316696336872]","[0.45959769941999395]","[-694034950125208227]","[0.354495993882868]","[5.728408357224689E-8]"
27000,27000,0.7168442211061612,1.0232848587293155,0.23522225156850246,0.010000000000000002,1.0E-5,1.73056562027928,-0.001,6.638284324954924E-6,6.728556062607517E-8,0.614940813582187,0.628785309675854,0.14096225217174707,2,24982,"[1.0E-5,1.0E-5]","[1.73056562027928,1.73056562027928]","[-0.001,-0.001]","[0.23522225156850246,0.23522225156850246]","[0.7168442211061612,0.7168442211061612]","[0.7301468142837795,0.4997348128805945]","[1.0232848587293155,1.0232848587293155]","[6.638284324954924E-6,6.638284324954924E-6]","[0.010000000000000002,0.010000000000000002]","[0.3234462748621607,0.9341243444895473]","[6674411741213305131,-3677622831935082493]","[0.08647178842271641,0.19545271592077773]","[6.728556062607517E-8,6.728556062607517E-8]"
27000,27000,1.0856590583380583,0.46904776188064234,0.2719580067031871,0.008045425731710708,3.1919856424493437E-6,1.6359953991770604,-0.001,6.667710679591621E-5,1.0397078533010466E-8,0.1374671290721503,0.46009007548029013,0.322216319356476,1,18611,"[3.1919856424493437E-6]","[1.6359953991770604]","[-0.001]","[0.2719580067031871]","[1.0856590583380583]","[0.1374671290721503]","[0.46904776188064234]","[6.667710679591621E-5]","[0.008045425731710708]","[0.46009007548029013]","[-4779263176731352405]","[0.322216319356476]","[1.0397078533010466E-8]"
27000,27000,1.1,0.5188344615007553,0.31281353268545764,0.0049838393462767775,8.600206094491295E-6,1.1688220127678473,3.3484606480034085E-4,-2.384217446112158E-5,7.860881146029625E-8,0.9337068944861144,0.4555521453612368,0.2173821438733463,2,20650,"[8.600206094491295E-6,8.600206094491295E-6]","[1.1688220127678473,1.1688220127678473]","[3.3484606480034085E-4,3.3484606480034085E-4]","[0.31281353268545764,0.31281353268545764]","[1.1,1.1]","[0.9402409871977326,0.9271728017744962]","[0.5188344615007553,0.5188344615007553]","[-2.384217446112158E-5,-2.384217446112158E-5]","[0.0049838393462767775,0.0049838393462767775]","[0.4798034359269354,0.43130085479553815]","[7589890899193471473,-1920179081744144975]","[0.27917452905302165,0.15558975869367098]","[7.860881146029625E-8,7.860881146029625E-8]"
